,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
226,2023-02-07 10:09:35.732097,"(-10.65000057220459, 19.350000381469727, 36.05799865722656)","(19.80000114440918, 30.600000381469727, 36.05799865722656)","(18.600000381469727, 23.850000381469727, 49.85200119018555)","(-6.600000381469727, 33.900001525878906, 35.57400131225586)","(39.900001525878906, 64.05000305175781, 81.7959976196289)","(0.0, 0.0, 0.0)","(-2.25, 37.80000305175781, 36.784000396728516)","(7.800000190734863, 58.650001525878906, 41.86600112915039)"
227,2023-02-07 10:09:35.821669,"(-9.75, 19.80000114440918, 37.99399948120117)","(24.0, 29.250001907348633, 36.05799865722656)","(18.600000381469727, 23.25, 46.70600128173828)","(-6.300000190734863, 35.10000228881836, 37.99399948120117)","(39.75, 64.95000457763672, 81.55400085449219)","(0.0, 0.0, 0.0)","(-1.9500000476837158, 37.95000076293945, 36.784000396728516)","(8.40000057220459, 59.10000228881836, 42.83399963378906)"
228,2023-02-07 10:09:35.866890,"(-10.050000190734863, 19.5, 35.332000732421875)","(20.700000762939453, 28.650001525878906, 38.236000061035156)","(17.25, 21.600000381469727, 45.25400161743164)","(-5.700000286102295, 33.150001525878906, 36.05799865722656)","(40.05000305175781, 64.95000457763672, 81.06999969482422)","(0.0, 0.0, 0.0)","(-1.0500000715255737, 38.85000228881836, 34.60599899291992)","(8.700000762939453, 58.35000228881836, 41.624000549316406)"
229,2023-02-07 10:09:35.956891,"(-11.700000762939453, 19.950000762939453, 32.9119987487793)","(23.55000114440918, 29.700000762939453, 40.65599822998047)","(17.25, 25.350000381469727, 46.70600128173828)","(-7.200000286102295, 32.25, 34.847999572753906)","(39.75, 65.25, 79.61799621582031)","(0.0, 0.0, 0.0)","(-1.6500000953674316, 39.900001525878906, 33.15399932861328)","(8.700000762939453, 59.55000305175781, 38.720001220703125)"
230,2023-02-07 10:09:36.047032,"(-10.65000057220459, 21.75, 31.70199966430664)","(22.350000381469727, 29.55000114440918, 35.81599807739258)","(18.450000762939453, 26.250001907348633, 45.97999954223633)","(-4.350000381469727, 35.25, 35.81599807739258)","(40.20000076293945, 66.45000457763672, 77.92399597167969)","(0.0, 0.0, 0.0)","(-0.75, 41.10000228881836, 27.104000091552734)","(8.40000057220459, 61.20000076293945, 35.57400131225586)"
231,2023-02-07 10:09:36.091964,"(-11.100000381469727, 24.150001525878906, 25.893999099731445)","(22.5, 32.85000228881836, 32.9119987487793)","(18.75, 26.700000762939453, 42.83399963378906)","(-6.750000476837158, 38.25, 34.36399841308594)","(39.900001525878906, 67.95000457763672, 74.29399871826172)","(0.0, 0.0, 0.0)","(-3.750000238418579, 42.900001525878906, 21.053998947143555)","(7.650000095367432, 63.900001525878906, 29.766000747680664)"
232,2023-02-07 10:09:36.136876,"(-14.100000381469727, 26.700000762939453, 20.086000442504883)","(21.450000762939453, 32.400001525878906, 25.652000427246094)","(19.200000762939453, 30.000001907348633, 37.268001556396484)","(-8.550000190734863, 39.0, 26.86199951171875)","(39.60000228881836, 68.70000457763672, 71.63199615478516)","(0.0, 0.0, 0.0)","(-6.150000095367432, 42.900001525878906, 16.45599937438965)","(7.500000476837158, 66.60000610351562, 25.893999099731445)"
233,2023-02-07 10:09:36.181955,"(-15.750000953674316, 26.700000762939453, 17.90799903869629)","(19.350000381469727, 34.05000305175781, 22.02199935913086)","(20.25, 31.350000381469727, 33.395999908447266)","(-9.600000381469727, 40.05000305175781, 25.167999267578125)","(38.400001525878906, 69.60000610351562, 72.84200286865234)","(0.0, 0.0, 0.0)","(-8.850000381469727, 43.20000076293945, 19.601999282836914)","(5.25, 66.9000015258789, 27.58799934387207)"
234,2023-02-07 10:09:36.271916,"(-16.650001525878906, 24.900001525878906, 22.74799919128418)","(21.600000381469727, 34.20000076293945, 24.68400001525879)","(17.25, 30.600000381469727, 35.09000015258789)","(-9.0, 38.25, 23.95800018310547)","(39.30000305175781, 68.85000610351562, 74.052001953125)","(0.0, 0.0, 0.0)","(-9.0, 42.150001525878906, 21.29599952697754)","(6.150000095367432, 65.4000015258789, 30.97599983215332)"
235,2023-02-07 10:09:36.317025,"(-15.450000762939453, 22.650001525878906, 26.13599967956543)","(20.400001525878906, 33.900001525878906, 29.281999588012695)","(17.100000381469727, 30.150001525878906, 37.99399948120117)","(-9.300000190734863, 39.150001525878906, 30.007999420166016)","(37.80000305175781, 67.95000457763672, 76.47200012207031)","(0.0, 0.0, 0.0)","(-8.40000057220459, 41.10000228881836, 24.441999435424805)","(4.950000286102295, 64.95000457763672, 32.428001403808594)"
236,2023-02-07 10:09:36.406924,"(-15.000000953674316, 22.80000114440918, 27.104000091552734)","(18.0, 31.650001525878906, 30.492000579833984)","(16.5, 29.100000381469727, 41.38199996948242)","(-7.950000286102295, 36.60000228881836, 30.492000579833984)","(38.25, 66.60000610351562, 78.40799713134766)","(0.0, 0.0, 0.0)","(-8.850000381469727, 40.5, 25.40999984741211)","(5.700000286102295, 63.750003814697266, 36.05799865722656)"
237,2023-02-07 10:09:36.452161,"(-15.000000953674316, 22.350000381469727, 29.766000747680664)","(20.100000381469727, 30.750001907348633, 35.81599807739258)","(15.450000762939453, 24.750001907348633, 41.86600112915039)","(-10.050000190734863, 33.900001525878906, 31.218000411987305)","(37.650001525878906, 66.0, 79.86000061035156)","(0.0, 0.0, 0.0)","(-8.100000381469727, 40.650001525878906, 27.104000091552734)","(4.650000095367432, 63.150001525878906, 38.236000061035156)"
238,2023-02-07 10:09:36.542262,"(-15.300000190734863, 20.850000381469727, 31.70199966430664)","(20.55000114440918, 29.400001525878906, 34.847999572753906)","(18.150001525878906, 28.200000762939453, 48.88399887084961)","(-11.550000190734863, 35.10000228881836, 34.12200164794922)","(38.10000228881836, 65.85000610351562, 80.58599853515625)","(0.0, 0.0, 0.0)","(-7.950000286102295, 39.75, 28.555999755859375)","(5.100000381469727, 62.70000076293945, 38.236000061035156)"
239,2023-02-07 10:09:36.587055,"(-15.15000057220459, 21.30000114440918, 32.9119987487793)","(17.700000762939453, 30.000001907348633, 34.847999572753906)","(15.600000381469727, 27.000001907348633, 46.947998046875)","(-10.200000762939453, 35.25, 34.60599899291992)","(38.25, 65.85000610351562, 80.10199737548828)","(0.0, 0.0, 0.0)","(-8.25, 39.0, 30.007999420166016)","(4.5, 62.55000305175781, 38.236000061035156)"
240,2023-02-07 10:09:36.632017,"(-15.300000190734863, 22.200000762939453, 31.944000244140625)","(19.5, 29.700000762939453, 36.29999923706055)","(14.850000381469727, 24.600000381469727, 45.97999954223633)","(-8.850000381469727, 37.05000305175781, 34.12200164794922)","(38.400001525878906, 65.70000457763672, 79.61799621582031)","(0.0, 0.0, 0.0)","(-8.850000381469727, 39.30000305175781, 30.492000579833984)","(4.350000381469727, 61.95000076293945, 39.20399856567383)"
241,2023-02-07 10:09:36.722133,"(-16.05000114440918, 21.450000762939453, 30.733999252319336)","(18.30000114440918, 28.500001907348633, 33.63800048828125)","(14.550000190734863, 28.950000762939453, 45.49599838256836)","(-9.450000762939453, 33.900001525878906, 34.847999572753906)","(38.10000228881836, 65.25, 80.10199737548828)","(0.0, 0.0, 0.0)","(-9.300000190734863, 39.150001525878906, 30.733999252319336)","(4.650000095367432, 62.55000305175781, 38.236000061035156)"
242,2023-02-07 10:09:36.766917,"(-16.350000381469727, 21.0, 31.218000411987305)","(18.600000381469727, 30.900001525878906, 37.0260009765625)","(14.40000057220459, 27.750001907348633, 47.91600036621094)","(-10.950000762939453, 33.30000305175781, 34.847999572753906)","(37.80000305175781, 66.0, 80.34400177001953)","(0.0, 0.0, 0.0)","(-8.850000381469727, 38.85000228881836, 28.79800033569336)","(4.650000095367432, 62.400001525878906, 39.6879997253418)"
243,2023-02-07 10:09:36.857120,"(-16.350000381469727, 21.30000114440918, 31.218000411987305)","(21.75, 28.80000114440918, 36.05799865722656)","(14.850000381469727, 26.55000114440918, 42.83399963378906)","(-10.65000057220459, 35.55000305175781, 34.36399841308594)","(37.650001525878906, 65.4000015258789, 80.58599853515625)","(0.0, 0.0, 0.0)","(-9.600000381469727, 39.60000228881836, 30.25)","(3.6000001430511475, 62.10000228881836, 39.44599914550781)"
244,2023-02-07 10:09:36.901942,"(-16.950000762939453, 20.850000381469727, 33.395999908447266)","(20.850000381469727, 28.650001525878906, 37.268001556396484)","(15.750000953674316, 27.600000381469727, 45.97999954223633)","(-10.65000057220459, 34.35000228881836, 32.9119987487793)","(37.80000305175781, 65.25, 80.58599853515625)","(0.0, 0.0, 0.0)","(-10.200000762939453, 38.70000076293945, 30.97599983215332)","(3.750000238418579, 62.400001525878906, 39.20399856567383)"
245,2023-02-07 10:09:36.946907,"(-18.0, 20.700000762939453, 29.281999588012695)","(19.05000114440918, 32.25, 38.720001220703125)","(14.550000190734863, 26.700000762939453, 43.801998138427734)","(-9.600000381469727, 33.900001525878906, 35.09000015258789)","(37.35000228881836, 65.25, 80.34400177001953)","(0.0, 0.0, 0.0)","(-10.350000381469727, 39.30000305175781, 31.459999084472656)","(3.9000000953674316, 61.500003814697266, 39.20399856567383)"
246,2023-02-07 10:09:37.081857,"(-17.400001525878906, 20.55000114440918, 31.218000411987305)","(18.900001525878906, 30.600000381469727, 38.236000061035156)","(12.750000953674316, 25.200000762939453, 44.77000045776367)","(-12.750000953674316, 34.05000305175781, 34.847999572753906)","(37.650001525878906, 65.25, 80.10199737548828)","(0.0, 0.0, 0.0)","(-10.350000381469727, 38.400001525878906, 32.66999816894531)","(3.6000001430511475, 62.10000228881836, 40.172000885009766)"
247,2023-02-07 10:09:37.083247,"(-16.650001525878906, 20.850000381469727, 32.18600082397461)","(18.600000381469727, 29.55000114440918, 35.57400131225586)","(12.750000953674316, 25.950000762939453, 43.560001373291016)","(-10.200000762939453, 36.0, 35.57400131225586)","(36.75, 65.55000305175781, 81.31199645996094)","(0.0, 0.0, 0.0)","(-11.25, 38.55000305175781, 33.15399932861328)","(3.3000001907348633, 61.35000228881836, 39.20399856567383)"
248,2023-02-07 10:09:37.172329,"(-18.900001525878906, 21.0, 33.63800048828125)","(17.100000381469727, 28.500001907348633, 37.75199890136719)","(11.700000762939453, 25.950000762939453, 43.801998138427734)","(-10.65000057220459, 36.150001525878906, 36.784000396728516)","(36.60000228881836, 65.4000015258789, 82.03800201416016)","(0.0, 0.0, 0.0)","(-11.40000057220459, 38.10000228881836, 33.63800048828125)","(2.5500001907348633, 62.250003814697266, 39.44599914550781)"
249,2023-02-07 10:09:37.216906,"(-18.75, 20.700000762939453, 31.944000244140625)","(15.15000057220459, 29.100000381469727, 36.784000396728516)","(11.850000381469727, 24.750001907348633, 45.012001037597656)","(-11.100000381469727, 35.85000228881836, 36.05799865722656)","(37.05000305175781, 65.25, 81.06999969482422)","(0.0, 0.0, 0.0)","(-11.700000762939453, 37.650001525878906, 34.60599899291992)","(2.4000000953674316, 61.95000076293945, 40.41400146484375)"
250,2023-02-07 10:09:37.306871,"(-17.850000381469727, 19.200000762939453, 32.66999816894531)","(17.400001525878906, 30.30000114440918, 39.6879997253418)","(13.050000190734863, 27.30000114440918, 43.801998138427734)","(-13.500000953674316, 33.150001525878906, 34.60599899291992)","(36.60000228881836, 65.10000610351562, 81.7959976196289)","(0.0, 0.0, 0.0)","(-11.40000057220459, 37.05000305175781, 35.57400131225586)","(3.1500000953674316, 61.500003814697266, 41.624000549316406)"
251,2023-02-07 10:09:37.351872,"(-19.05000114440918, 19.5, 33.880001068115234)","(17.700000762939453, 29.55000114440918, 37.99399948120117)","(11.40000057220459, 25.650001525878906, 45.737998962402344)","(-10.950000762939453, 35.400001525878906, 36.54199981689453)","(36.75, 65.25, 82.03800201416016)","(0.0, 0.0, 0.0)","(-10.800000190734863, 37.20000076293945, 35.332000732421875)","(2.5500001907348633, 60.000003814697266, 41.624000549316406)"
252,2023-02-07 10:09:37.397063,"(-18.900001525878906, 21.450000762939453, 34.847999572753906)","(15.750000953674316, 28.80000114440918, 37.99399948120117)","(12.600000381469727, 25.500001907348633, 45.25400161743164)","(-12.0, 34.35000228881836, 34.36399841308594)","(36.900001525878906, 65.25, 82.27999877929688)","(0.0, 0.0, 0.0)","(-11.850000381469727, 37.05000305175781, 36.05799865722656)","(2.4000000953674316, 60.150001525878906, 40.172000885009766)"
253,2023-02-07 10:09:37.486942,"(-18.0, 19.5, 35.332000732421875)","(17.850000381469727, 28.650001525878906, 37.0260009765625)","(10.350000381469727, 24.900001525878906, 49.85200119018555)","(-12.15000057220459, 34.95000076293945, 36.29999923706055)","(36.150001525878906, 64.80000305175781, 82.52200317382812)","(0.0, 0.0, 0.0)","(-11.700000762939453, 37.80000305175781, 36.05799865722656)","(3.450000047683716, 61.20000076293945, 41.13999938964844)"
254,2023-02-07 10:09:37.532063,"(-18.900001525878906, 18.900001525878906, 34.12200164794922)","(17.25, 30.150001525878906, 36.29999923706055)","(8.850000381469727, 26.400001525878906, 45.49599838256836)","(-10.5, 35.25, 34.12200164794922)","(36.900001525878906, 64.35000610351562, 82.52200317382812)","(0.0, 0.0, 0.0)","(-12.300000190734863, 37.20000076293945, 37.268001556396484)","(2.1000001430511475, 59.10000228881836, 42.10799789428711)"
255,2023-02-07 10:09:37.621852,"(-18.900001525878906, 18.75, 35.332000732421875)","(18.450000762939453, 29.250001907348633, 40.41400146484375)","(10.5, 24.450000762939453, 48.15800094604492)","(-8.25, 33.30000305175781, 36.05799865722656)","(36.75, 64.80000305175781, 83.00599670410156)","(0.0, 0.0, 0.0)","(-12.300000190734863, 36.900001525878906, 37.99399948120117)","(2.5500001907348633, 60.30000305175781, 42.10799789428711)"
256,2023-02-07 10:09:37.666904,"(-18.900001525878906, 18.450000762939453, 35.09000015258789)","(17.400001525878906, 28.650001525878906, 40.41400146484375)","(11.25, 25.05000114440918, 48.400001525878906)","(-11.40000057220459, 34.05000305175781, 36.54199981689453)","(36.30000305175781, 64.35000610351562, 82.27999877929688)","(0.0, 0.0, 0.0)","(-12.0, 36.45000076293945, 37.5099983215332)","(2.8500001430511475, 60.150001525878906, 43.560001373291016)"
257,2023-02-07 10:09:37.756999,"(-19.650001525878906, 18.600000381469727, 32.66999816894531)","(17.100000381469727, 28.200000762939453, 39.20399856567383)","(10.200000762939453, 24.750001907348633, 49.36800003051758)","(-13.050000190734863, 35.55000305175781, 37.0260009765625)","(36.30000305175781, 63.60000228881836, 82.76399993896484)","(0.0, 0.0, 0.0)","(-12.0, 36.75, 38.720001220703125)","(1.5, 59.55000305175781, 42.83399963378906)"
258,2023-02-07 10:09:37.802115,"(-19.350000381469727, 19.05000114440918, 37.0260009765625)","(18.600000381469727, 27.750001907348633, 41.86600112915039)","(10.950000762939453, 26.100000381469727, 47.189998626708984)","(-11.550000190734863, 34.05000305175781, 39.6879997253418)","(36.75, 64.20000457763672, 83.24800109863281)","(0.0, 0.0, 0.0)","(-11.40000057220459, 36.75, 38.47800064086914)","(2.25, 60.60000228881836, 42.83399963378906)"
259,2023-02-07 10:09:37.846689,"(-18.75, 18.450000762939453, 34.847999572753906)","(18.30000114440918, 27.30000114440918, 41.38199996948242)","(10.350000381469727, 24.900001525878906, 47.91600036621094)","(-12.300000190734863, 33.900001525878906, 37.0260009765625)","(36.60000228881836, 64.6500015258789, 83.9739990234375)","(0.0, 0.0, 0.0)","(-12.15000057220459, 37.05000305175781, 37.99399948120117)","(2.4000000953674316, 60.000003814697266, 42.59199905395508)"
260,2023-02-07 10:09:37.936905,"(-18.900001525878906, 17.700000762939453, 33.395999908447266)","(19.80000114440918, 28.950000762939453, 41.624000549316406)","(10.800000190734863, 24.600000381469727, 46.22200012207031)","(-10.800000190734863, 34.650001525878906, 35.332000732421875)","(36.0, 64.20000457763672, 82.27999877929688)","(0.0, 0.0, 0.0)","(-12.750000953674316, 36.30000305175781, 37.99399948120117)","(2.25, 59.85000228881836, 43.07600021362305)"
261,2023-02-07 10:09:37.981706,"(-18.900001525878906, 19.80000114440918, 34.60599899291992)","(16.80000114440918, 30.000001907348633, 36.05799865722656)","(11.700000762939453, 24.600000381469727, 45.737998962402344)","(-10.200000762939453, 34.35000228881836, 37.268001556396484)","(35.85000228881836, 64.35000610351562, 82.52200317382812)","(0.0, 0.0, 0.0)","(-12.15000057220459, 37.05000305175781, 38.236000061035156)","(2.5500001907348633, 59.85000228881836, 41.38199996948242)"
262,2023-02-07 10:09:38.072163,"(-19.200000762939453, 19.05000114440918, 33.63800048828125)","(17.100000381469727, 28.80000114440918, 38.47800064086914)","(10.950000762939453, 24.600000381469727, 48.641998291015625)","(-11.550000190734863, 32.55000305175781, 34.60599899291992)","(36.150001525878906, 64.20000457763672, 82.27999877929688)","(0.0, 0.0, 0.0)","(-12.90000057220459, 37.05000305175781, 37.5099983215332)","(2.5500001907348633, 60.150001525878906, 41.624000549316406)"
263,2023-02-07 10:09:38.116899,"(-19.05000114440918, 20.55000114440918, 34.60599899291992)","(17.25, 28.650001525878906, 38.720001220703125)","(13.050000190734863, 24.0, 46.70600128173828)","(-11.700000762939453, 34.650001525878906, 37.75199890136719)","(36.0, 65.25, 82.76399993896484)","(0.0, 0.0, 0.0)","(-12.300000190734863, 36.900001525878906, 37.99399948120117)","(2.25, 60.30000305175781, 42.83399963378906)"
264,2023-02-07 10:09:38.161901,"(-19.80000114440918, 19.200000762939453, 34.36399841308594)","(18.0, 29.55000114440918, 39.44599914550781)","(9.450000762939453, 25.650001525878906, 49.36800003051758)","(-10.5, 34.05000305175781, 34.36399841308594)","(36.60000228881836, 64.6500015258789, 82.03800201416016)","(0.0, 0.0, 0.0)","(-11.850000381469727, 36.60000228881836, 37.268001556396484)","(1.9500000476837158, 60.45000076293945, 42.83399963378906)"
265,2023-02-07 10:09:38.296819,"(-18.450000762939453, 20.100000381469727, 34.12200164794922)","(17.700000762939453, 28.500001907348633, 38.961997985839844)","(10.950000762939453, 25.950000762939453, 45.97999954223633)","(-11.25, 35.10000228881836, 38.720001220703125)","(36.45000076293945, 64.6500015258789, 82.27999877929688)","(0.0, 0.0, 0.0)","(-12.600000381469727, 36.60000228881836, 36.784000396728516)","(1.8000000715255737, 60.45000076293945, 42.349998474121094)"
266,2023-02-07 10:09:38.298296,"(-20.25, 19.200000762939453, 32.428001403808594)","(18.0, 28.650001525878906, 38.720001220703125)","(12.90000057220459, 25.500001907348633, 47.189998626708984)","(-13.800000190734863, 35.85000228881836, 41.86600112915039)","(36.30000305175781, 64.5, 82.03800201416016)","(0.0, 0.0, 0.0)","(-12.90000057220459, 37.35000228881836, 37.5099983215332)","(2.5500001907348633, 60.750003814697266, 40.65599822998047)"
267,2023-02-07 10:09:38.386899,"(-18.900001525878906, 20.25, 32.428001403808594)","(16.05000114440918, 29.850000381469727, 40.89799880981445)","(11.40000057220459, 26.850000381469727, 47.189998626708984)","(-11.40000057220459, 33.60000228881836, 35.81599807739258)","(36.30000305175781, 64.6500015258789, 82.76399993896484)","(0.0, 0.0, 0.0)","(-12.15000057220459, 37.35000228881836, 37.5099983215332)","(2.25, 60.30000305175781, 42.59199905395508)"
268,2023-02-07 10:09:38.431901,"(-19.650001525878906, 19.200000762939453, 33.880001068115234)","(18.0, 28.950000762939453, 40.89799880981445)","(10.050000190734863, 28.05000114440918, 48.88399887084961)","(-10.800000190734863, 32.70000076293945, 32.66999816894531)","(36.75, 64.80000305175781, 82.27999877929688)","(0.0, 0.0, 0.0)","(-12.300000190734863, 37.20000076293945, 37.5099983215332)","(1.5, 60.150001525878906, 41.38199996948242)"
269,2023-02-07 10:09:38.521844,"(-18.600000381469727, 19.80000114440918, 32.9119987487793)","(16.200000762939453, 29.100000381469727, 37.75199890136719)","(11.850000381469727, 23.700000762939453, 45.97999954223633)","(-10.800000190734863, 34.5, 36.05799865722656)","(36.30000305175781, 64.95000457763672, 81.7959976196289)","(0.0, 0.0, 0.0)","(-12.450000762939453, 36.75, 37.268001556396484)","(2.700000047683716, 59.85000228881836, 42.59199905395508)"
270,2023-02-07 10:09:38.567017,"(-19.650001525878906, 19.650001525878906, 33.15399932861328)","(17.850000381469727, 30.450000762939453, 39.6879997253418)","(12.450000762939453, 22.200000762939453, 47.67399978637695)","(-11.550000190734863, 33.900001525878906, 34.847999572753906)","(36.30000305175781, 65.10000610351562, 82.03800201416016)","(0.0, 0.0, 0.0)","(-13.050000190734863, 37.650001525878906, 37.75199890136719)","(1.9500000476837158, 60.45000076293945, 41.38199996948242)"
271,2023-02-07 10:09:38.611876,"(-19.950000762939453, 19.05000114440918, 33.880001068115234)","(16.5, 30.600000381469727, 33.395999908447266)","(10.800000190734863, 26.100000381469727, 47.43199920654297)","(-11.40000057220459, 34.80000305175781, 33.15399932861328)","(36.30000305175781, 64.80000305175781, 82.03800201416016)","(0.0, 0.0, 0.0)","(-12.90000057220459, 36.75, 37.268001556396484)","(2.4000000953674316, 60.60000228881836, 42.83399963378906)"
272,2023-02-07 10:09:38.701891,"(-19.05000114440918, 21.150001525878906, 33.395999908447266)","(17.25, 28.650001525878906, 37.5099983215332)","(12.0, 22.950000762939453, 47.67399978637695)","(-11.40000057220459, 36.30000305175781, 36.54199981689453)","(36.75, 65.25, 82.03800201416016)","(0.0, 0.0, 0.0)","(-12.450000762939453, 37.650001525878906, 37.0260009765625)","(2.5500001907348633, 60.30000305175781, 41.38199996948242)"
273,2023-02-07 10:09:38.746993,"(-18.900001525878906, 19.5, 32.66999816894531)","(16.5, 30.750001907348633, 33.395999908447266)","(10.800000190734863, 26.850000381469727, 49.61000061035156)","(-10.800000190734863, 36.150001525878906, 37.268001556396484)","(36.0, 66.0, 80.8280029296875)","(0.0, 0.0, 0.0)","(-12.750000953674316, 38.10000228881836, 34.847999572753906)","(3.0, 61.35000228881836, 39.44599914550781)"
274,2023-02-07 10:09:38.836933,"(-19.5, 19.950000762939453, 30.25)","(18.75, 29.400001525878906, 37.0260009765625)","(10.950000762939453, 25.950000762939453, 44.52799987792969)","(-13.350000381469727, 33.60000228881836, 33.63800048828125)","(36.900001525878906, 66.0, 79.86000061035156)","(0.0, 0.0, 0.0)","(-13.500000953674316, 39.45000076293945, 34.36399841308594)","(2.700000047683716, 61.80000305175781, 38.720001220703125)"
275,2023-02-07 10:09:38.927161,"(-19.80000114440918, 22.05000114440918, 30.492000579833984)","(18.30000114440918, 29.250001907348633, 35.81599807739258)","(10.800000190734863, 28.05000114440918, 44.2859992980957)","(-10.350000381469727, 36.150001525878906, 33.395999908447266)","(36.900001525878906, 66.45000457763672, 79.3759994506836)","(0.0, 0.0, 0.0)","(-12.450000762939453, 39.30000305175781, 33.15399932861328)","(2.700000047683716, 62.55000305175781, 37.75199890136719)"
276,2023-02-07 10:09:38.972059,"(-18.450000762939453, 21.600000381469727, 28.31399917602539)","(18.0, 32.25, 33.880001068115234)","(12.450000762939453, 26.100000381469727, 44.52799987792969)","(-10.65000057220459, 37.650001525878906, 29.766000747680664)","(36.75, 66.30000305175781, 78.89199829101562)","(0.0, 0.0, 0.0)","(-12.15000057220459, 40.20000076293945, 33.63800048828125)","(2.700000047683716, 62.85000228881836, 37.268001556396484)"
277,2023-02-07 10:09:39.061894,"(-18.150001525878906, 22.650001525878906, 30.007999420166016)","(18.30000114440918, 32.25, 34.36399841308594)","(13.200000762939453, 27.750001907348633, 45.49599838256836)","(-10.65000057220459, 34.20000076293945, 32.9119987487793)","(36.75, 66.60000610351562, 79.13400268554688)","(0.0, 0.0, 0.0)","(-11.850000381469727, 40.35000228881836, 32.66999816894531)","(2.4000000953674316, 62.85000228881836, 36.54199981689453)"
278,2023-02-07 10:09:39.063158,"(-18.0, 22.350000381469727, 26.378000259399414)","(18.0, 33.60000228881836, 33.15399932861328)","(13.950000762939453, 27.900001525878906, 43.07600021362305)","(-8.850000381469727, 38.10000228881836, 31.70199966430664)","(36.45000076293945, 67.5, 76.95600128173828)","(0.0, 0.0, 0.0)","(-12.300000190734863, 40.35000228881836, 28.31399917602539)","(3.1500000953674316, 64.5, 32.66999816894531)"
279,2023-02-07 10:09:39.151846,"(-17.700000762939453, 24.600000381469727, 22.02199935913086)","(16.650001525878906, 33.45000076293945, 31.459999084472656)","(12.750000953674316, 30.450000762939453, 37.99399948120117)","(-10.050000190734863, 39.60000228881836, 28.31399917602539)","(37.20000076293945, 69.1500015258789, 72.5999984741211)","(0.0, 0.0, 0.0)","(-11.700000762939453, 42.0, 21.538000106811523)","(3.9000000953674316, 66.45000457763672, 27.34600067138672)"
280,2023-02-07 10:09:39.196835,"(-17.55000114440918, 25.950000762939453, 13.552000045776367)","(17.850000381469727, 33.75, 19.8439998626709)","(13.65000057220459, 30.900001525878906, 29.52400016784668)","(-10.5, 40.35000228881836, 21.29599952697754)","(37.20000076293945, 70.05000305175781, 66.55000305175781)","(0.0, 0.0, 0.0)","(-11.25, 42.45000076293945, 12.342000007629395)","(4.5, 67.6500015258789, 18.392000198364258)"
281,2023-02-07 10:09:39.287046,"(-18.450000762939453, 25.500001907348633, 7.986000061035156)","(16.80000114440918, 33.45000076293945, 18.634000778198242)","(16.80000114440918, 34.5, 23.715999603271484)","(-8.25, 39.75, 16.214000701904297)","(36.60000228881836, 70.35000610351562, 64.61399841308594)","(0.0, 0.0, 0.0)","(-12.0, 43.35000228881836, 9.437999725341797)","(3.450000047683716, 68.10000610351562, 15.729999542236328)"
282,2023-02-07 10:09:39.331925,"(-17.25, 25.05000114440918, 11.857999801635742)","(16.200000762939453, 32.55000305175781, 15.729999542236328)","(18.30000114440918, 33.75, 23.4739990234375)","(-9.15000057220459, 39.900001525878906, 15.246000289916992)","(36.60000228881836, 70.80000305175781, 67.03399658203125)","(0.0, 0.0, 0.0)","(-10.350000381469727, 43.5, 14.03600025177002)","(4.350000381469727, 67.5, 21.053998947143555)"
283,2023-02-07 10:09:39.376819,"(-16.5, 26.250001907348633, 15.003999710083008)","(17.850000381469727, 35.85000228881836, 23.715999603271484)","(19.650001525878906, 33.75, 28.31399917602539)","(-9.0, 39.45000076293945, 14.277999877929688)","(37.95000076293945, 70.20000457763672, 70.18000030517578)","(0.0, 0.0, 0.0)","(-9.600000381469727, 42.900001525878906, 16.45599937438965)","(5.700000286102295, 66.60000610351562, 24.68400001525879)"
284,2023-02-07 10:09:39.466829,"(-14.700000762939453, 25.950000762939453, 20.086000442504883)","(20.100000381469727, 34.05000305175781, 26.378000259399414)","(16.80000114440918, 30.900001525878906, 33.395999908447266)","(-9.300000190734863, 39.30000305175781, 18.149999618530273)","(38.10000228881836, 68.85000610351562, 74.77799987792969)","(0.0, 0.0, 0.0)","(-9.0, 42.60000228881836, 20.327999114990234)","(5.400000095367432, 66.1500015258789, 30.492000579833984)"
285,2023-02-07 10:09:39.511795,"(-14.850000381469727, 23.400001525878906, 26.86199951171875)","(20.400001525878906, 32.10000228881836, 28.555999755859375)","(17.850000381469727, 29.250001907348633, 37.99399948120117)","(-6.900000095367432, 40.95000076293945, 28.79800033569336)","(39.30000305175781, 67.35000610351562, 77.44000244140625)","(0.0, 0.0, 0.0)","(-8.100000381469727, 40.80000305175781, 21.053998947143555)","(6.450000286102295, 65.10000610351562, 34.847999572753906)"
286,2023-02-07 10:09:39.601914,"(-12.600000381469727, 22.950000762939453, 31.459999084472656)","(20.700000762939453, 30.450000762939453, 32.428001403808594)","(19.950000762939453, 28.950000762939453, 44.52799987792969)","(-4.350000381469727, 37.80000305175781, 30.733999252319336)","(39.75, 65.85000610351562, 79.86000061035156)","(0.0, 0.0, 0.0)","(-7.950000286102295, 40.650001525878906, 21.29599952697754)","(6.150000095367432, 63.45000076293945, 39.20399856567383)"
